,Game,AppID,Review Score,Positive Reviews,Negative Reviews,Review Score Description,Total Review,Units Sold (Estimated),Engine,Is Free,Price,Initial Price,Discounted Percent,Currency,Windows,Mac,Linux,Publishers,Release Date,Required Age
672,the dark pictures anthology: man of medan,939850,6,4303,1593,Mostly Positive,5896,117920,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,bandai namco entertainment europe,"Aug 29, 2019",17
673,the gunk,1087760,8,257,54,Very Positive,311,6220,Unreal Engine,False,24.99,24.99,0.0,USD, True, False, False,thunderful publishing,"Apr 29, 2022",0
674,ark: survival evolved,346110,8,370836,75228,Very Positive,446064,8921280,Unreal Engine,False,19.99,19.99,0.0,USD, True, True, False,studio wildcard,"Aug 27, 2017",0
675,trials of mana,924980,8,3550,287,Very Positive,3837,76740,Unreal Engine,False,44.76865671641791,44.76865671641791,0.0,CAD, True, False, False,square enix,"24 Apr, 2020",0
676,xiii,1154790,4,204,682,Mostly Negative,886,17720,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,microids,"Nov 10, 2020",17
677,renoir,496400,5,32,32,Mixed,64,1280,Unreal Engine,False,9.99,9.99,0.0,USD, True, False, False,fulqrum publishing,"Nov 16, 2016",0
678,unmechanical,211180,8,265,23,Very Positive,288,5760,Unreal Engine,False,9.99,9.99,0.0,USD, True, True, True,teotl studios,"Aug 8, 2012",0
679,visage,594330,8,5019,700,Very Positive,5719,114380,Unreal Engine,False,34.99,34.99,0.0,USD, True, False, False,sadsquare studio,"Oct 29, 2020",0
680,die young,433170,8,1075,262,Very Positive,1337,26740,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,indiegala,"Sep 12, 2019",0
681,"warhammer 40,000: eternal crusade",375230,5,1990,1799,Mixed,3789,75780,Unreal Engine,False,,,,, True, False, False,behaviour interactive inc.,"Sep 23, 2016",0
682,street fighter v,310950,6,17016,7209,Mostly Positive,24225,484500,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,capcom,"Feb 15, 2016",0
683,sanctum 2,210770,8,6592,500,Very Positive,7092,141840,Unreal Engine,False,14.99,14.99,0.0,USD, True, True, True,coffee stain publishing,"May 15, 2013",0
684,a hat in time,253230,9,34935,650,Overwhelmingly Positive,35585,711700,Unreal Engine,False,29.99,29.99,0.0,USD, True, True, False,gears for breakfast,"Oct 5, 2017",0
685,the battle of sol,282620,5,36,23,Mixed,59,1180,Unreal Engine,False,9.99,9.99,0.0,USD, True, False, False,"['bit planet games', ' llc']","Jul 1, 2015",0
686,xing: the land beyond,299400,8,209,26,Very Positive,235,4700,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,white lotus interactive,"Sep 21, 2017",0
687,unreal tournament 2004,13230,9,2940,72,Overwhelmingly Positive,3012,60240,Unreal Engine,False,14.99,14.99,0.0,USD, True, False, False,"['epic games', ' inc.']","Mar 17, 2004",17
688,hell let loose,686810,8,47577,6571,Very Positive,54148,1082960,Unreal Engine,False,39.99,39.99,0.0,USD, True, False, False,team17,"Jul 27, 2021",0
689,bright memory: infinite,1178830,8,25798,2023,Very Positive,27821,556420,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,"['fyqd-studio', ' playism']","Nov 11, 2021",0
690,xcom: enemy unknown,200510,8,32187,1914,Very Positive,34101,682020,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, True,"['2k', ' feral interactive (linux)']","Oct 8, 2012",17
691,five nights at freddy's: security breach,747660,8,30924,5685,Very Positive,36609,732180,Unreal Engine,False,39.99,39.99,0.0,USD, True, False, False,scottgames,"Dec 16, 2021",0
692,shape of the world,642610,8,130,29,Very Positive,159,3180,Unreal Engine,False,2.59,12.99,80.0,USD, True, False, False,plug in digital,"Jun 5, 2018",0
693,mortal kombat 11,976310,8,43953,6402,Very Positive,50355,1007100,Unreal Engine,False,31.747717137396478,31.747717137396478,0.0,CLP, True, False, False,"['warner bros. games', ' warner bros. interactive entertainment']",23 ABR 2019,18
694,world war 3,674020,5,17128,10658,Mixed,27786,555720,Unreal Engine,True,,,,, True, False, False,"['wishlist games', ' the 4 winds entertainment']","Oct 19, 2018",0
695,pneuma: breath of life,347440,5,85,40,Mixed,125,2500,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,"['deco digital', ' bevel studios']","Feb 27, 2015",0
696,magrunner: dark pulse,209630,8,255,61,Very Positive,316,6320,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,frogwares,"Jun 20, 2013",0
697,trover saves the universe,1051200,8,2294,195,Very Positive,2489,49780,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,"['squanch games', ' inc.']","Jun 4, 2019",17
698,bless unleashed,1254120,5,128,77,Mixed,205,4100,Unreal Engine,True,,,,, True, False, False,valofe,"Aug 6, 2021",0
699,r-type final 2,1442820,6,373,100,Mostly Positive,473,9460,Unreal Engine,False,39.99,39.99,0.0,USD, True, False, False,"['nis america', ' inc.']","Apr 30, 2021",0
700,aquanox deep descent,254370,5,178,186,Mixed,364,7280,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,thq nordic,"Oct 16, 2020",0
701,octopath traveler,921570,8,7639,1175,Very Positive,8814,176280,Unreal Engine,False,59.99,59.99,0.0,USD, True, False, False,square enix,"Jun 7, 2019",0
702,postal 2,223470,9,61162,2364,Overwhelmingly Positive,63526,1270520,Unreal Engine,False,9.99,9.99,0.0,USD, True, True, True,running with scissors,"Nov 2, 2012",18
703,orcs must die! 3,1522820,8,5451,1055,Very Positive,6506,130120,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,robot entertainment,"Jul 23, 2021",0
704,rise of the argonauts,12770,6,244,71,Mostly Positive,315,6300,Unreal Engine,False,9.99,9.99,0.0,USD, True, False, False,"['codemasters', ' electronic arts']","Jan 7, 2009",17
705,century: age of ashes,918570,8,990,219,Very Positive,1209,24180,Unreal Engine,True,,,,, True, False, False,playwing ltd,"Dec 2, 2021",0
706,i am alive,214250,5,1471,743,Mixed,2214,44280,Unreal Engine,False,14.99,14.99,0.0,USD, True, False, False,ubisoft,"Sep 6, 2012",17
707,legendary,16730,5,1060,846,Mixed,1906,38120,Unreal Engine,False,4.99,4.99,0.0,USD, True, False, False,southpeak games,"Dec 1, 2008",17
708,goat simulator,265930,8,41090,4759,Very Positive,45849,916980,Unreal Engine,False,9.99,9.99,0.0,USD, True, True, True,coffee stain publishing,"Apr 1, 2014",0
709,the pathless,1492680,8,598,56,Very Positive,654,13080,Unreal Engine,False,39.99,39.99,0.0,USD, True, False, False,annapurna interactive,"Nov 16, 2021",0
